Date,Timepoint,Experiment,Chamber,Treatment,Colony,Coral,Location,Turbidity,delta_FTA,MO2
4-Aug,10,15,3,HT,4,4-4,NB,0.89,0.4,
4-Aug,10,15,4,HX,4,4-8,NB,45.86,1.9,
4-Aug,11,15,1,C,8,8-1,SB,0.8,-3.6,
4-Aug,11,15,2,HS,8,8-9,SB,38.24,7,
4-Aug,11,15,3,HT,4,4-4,NB,1.87,-8.1,
4-Aug,11,15,4,HX,4,4-8,NB,46.86,-1.4,
4-Aug,12,15,1,C,8,8-1,SB,1.92,-0.3,
4-Aug,12,15,2,HS,8,8-9,SB,34.05,-3.6,
4-Aug,12,15,3,HT,4,4-4,NB,1.45,4.2,
4-Aug,12,15,4,HX,4,4-8,NB,35.45,-3.9,
4-Aug,13,15,1,C,8,8-1,SB,1.18,-2.2,
4-Aug,13,15,2,HS,8,8-9,SB,36.45,-3.4,
4-Aug,13,15,3,HT,4,4-4,NB,1.18,-8.5,
4-Aug,13,15,4,HX,4,4-8,NB,36.75,0.8,
4-Aug,14,15,1,C,8,8-1,SB,0.88,-1.9,
4-Aug,14,15,2,HS,8,8-9,SB,37.1,8.6,
4-Aug,14,15,3,HT,4,4-4,NB,1.51,-10.8,
4-Aug,14,15,4,HX,4,4-8,NB,36.62,-14.6,
4-Aug,15,15,1,C,8,8-1,SB,1.69,-14.1,
4-Aug,15,15,2,HS,8,8-9,SB,36.03,-33.1,
4-Aug,15,15,3,HT,4,4-4,NB,1.42,-2.6,
4-Aug,15,15,4,HX,4,4-8,NB,33.17,-37.4,
4-Aug,16,15,1,C,8,8-1,SB,0.71,-0.8,
4-Aug,16,15,2,HS,8,8-9,SB,31.24,-4.8,
4-Aug,16,15,3,HT,4,4-4,NB,1.6,3.9,
4-Aug,16,15,4,HX,4,4-8,NB,33.03,34.8,
4-Aug,17,15,1,C,8,8-1,SB,1.63,-9.3,
4-Aug,17,15,2,HS,8,8-9,SB,30.36,7.6,
4-Aug,17,15,3,HT,4,4-4,NB,0.97,-1.1,
4-Aug,17,15,4,HX,4,4-8,NB,23.76,-25.6,
4-Aug,18,15,1,C,8,8-1,SB,1.93,-14.1,
4-Aug,18,15,2,HS,8,8-9,SB,27.48,44.6,
4-Aug,18,15,3,HT,4,4-4,NB,1.07,6,
4-Aug,18,15,4,HX,4,4-8,NB,22.54,29.1,
4-Aug,19,15,1,C,8,8-1,SB,1.01,-10.2,
4-Aug,19,15,2,HS,8,8-9,SB,25.86,-4.5,
4-Aug,19,15,3,HT,4,4-4,NB,1.53,-5.3,
4-Aug,19,15,4,HX,4,4-8,NB,21.36,4.7,
4-Aug,20,15,1,C,8,8-1,SB,1.15,-8.5,
4-Aug,20,15,2,HS,8,8-9,SB,26.31,1.1,
4-Aug,20,15,3,HT,4,4-4,NB,1.79,-1.9,
4-Aug,20,15,4,HX,4,4-8,NB,22.47,-5.6,
4-Aug,21,15,1,C,8,8-1,SB,1.47,-16.9,
4-Aug,21,15,2,HS,8,8-9,SB,19.64,-4.6,
4-Aug,21,15,3,HT,4,4-4,NB,1.47,-9.2,
4-Aug,21,15,4,HX,4,4-8,NB,20.07,-0.7,
4-Aug,22,15,1,C,8,8-1,SB,1.54,-0.4,
4-Aug,22,15,2,HS,8,8-9,SB,19.39,-4.4,
4-Aug,22,15,3,HT,4,4-4,NB,1.56,-2.9,
4-Aug,22,15,4,HX,4,4-8,NB,20.12,58.2,
4-Aug,23,15,1,C,8,8-1,SB,Jan-00,1.1,
4-Aug,23,15,2,HS,8,8-9,SB,15.56,1.6,
4-Aug,23,15,3,HT,4,4-4,NB,1.04,2,
4-Aug,23,15,4,HX,4,4-8,NB,17.21,-4.5,
4-Aug,24,15,1,C,8,8-1,SB,1.69,-1.8,
4-Aug,24,15,2,HS,8,8-9,SB,12.54,-0.9,
4-Aug,24,15,3,HT,4,4-4,NB,2.93,-2.5,
4-Aug,24,15,4,HX,4,4-8,NB,14.31,13.3,
6-Aug,1,16,1,C,6,6-9,SB,0.91,-14.1,
6-Aug,1,16,2,HS,6,6-2,SB,5.98,-7.4,
6-Aug,1,16,3,HT,3,3-1,NB,1.4,11.9,
6-Aug,1,16,4,HX,3,3-5,NB,2.77,-3.6,
6-Aug,2,16,1,C,6,6-9,SB,1.46,58.7,
6-Aug,2,16,2,HS,6,6-2,SB,57.22,-12,
6-Aug,2,16,3,HT,3,3-1,NB,1.6,-14.6,
6-Aug,2,16,4,HX,3,3-5,NB,51.12,32.1,
6-Aug,3,16,1,C,6,6-9,SB,1.34,21.2,
6-Aug,3,16,2,HS,6,6-2,SB,45.98,0.1,
6-Aug,3,16,3,HT,3,3-1,NB,0.7,10.3,
6-Aug,3,16,4,HX,3,3-5,NB,55.36,2,
6-Aug,4,16,1,C,6,6-9,SB,1.34,-2.7,
6-Aug,4,16,2,HS,6,6-2,SB,45.98,3.7,
6-Aug,4,16,3,HT,3,3-1,NB,0.7,40.2,
6-Aug,4,16,4,HX,3,3-5,NB,55.36,-0.2,
6-Aug,5,16,1,C,6,6-9,SB,1.75,3.9,
6-Aug,5,16,2,HS,6,6-2,SB,53.86,5.1,
6-Aug,5,16,3,HT,3,3-1,NB,1.29,-184.8,
6-Aug,5,16,4,HX,3,3-5,NB,51.7,-0.7,
6-Aug,6,16,1,C,6,6-9,SB,1.96,-7.4,
6-Aug,6,16,2,HS,6,6-2,SB,50.12,-15.1,
6-Aug,6,16,3,HT,3,3-1,NB,2.57,-6.5,
6-Aug,6,16,4,HX,3,3-5,NB,45.78,-4.7,
6-Aug,7,16,1,C,6,6-9,SB,1.61,-3.5,
6-Aug,7,16,2,HS,6,6-2,SB,47.96,-16.2,
6-Aug,7,16,3,HT,3,3-1,NB,2.02,2.1,
6-Aug,7,16,4,HX,3,3-5,NB,47.18,-3.1,
6-Aug,8,16,1,C,6,6-9,SB,1.42,-2.2,
6-Aug,8,16,2,HS,6,6-2,SB,39.97,7.5,
6-Aug,8,16,3,HT,3,3-1,NB,0.83,6.1,
6-Aug,8,16,4,HX,3,3-5,NB,44.35,2.9,
6-Aug,9,16,1,C,6,6-9,SB,1.65,-0.9,
6-Aug,9,16,2,HS,6,6-2,SB,42.91,-0.2,
6-Aug,9,16,3,HT,3,3-1,NB,1.66,-5.7,
6-Aug,9,16,4,HX,3,3-5,NB,38.69,-11.1,
6-Aug,10,16,1,C,6,6-9,SB,0.92,-15.6,
6-Aug,10,16,2,HS,6,6-2,SB,42.65,0.4,
6-Aug,10,16,3,HT,3,3-1,NB,0.91,2.9,
6-Aug,10,16,4,HX,3,3-5,NB,38.12,-45.2,
6-Aug,11,16,1,C,6,6-9,SB,1.38,-5.2,
6-Aug,11,16,2,HS,6,6-2,SB,34.78,5.2,
6-Aug,11,16,3,HT,3,3-1,NB,2.04,6,
6-Aug,11,16,4,HX,3,3-5,NB,34.59,2.3,
6-Aug,12,16,1,C,6,6-9,SB,1.02,-8.3,
6-Aug,12,16,2,HS,6,6-2,SB,41.62,1.4,
6-Aug,12,16,3,HT,3,3-1,NB,0.73,129.3,
6-Aug,12,16,4,HX,3,3-5,NB,34.74,2.1,
6-Aug,13,16,1,C,6,6-9,SB,1.57,-7.3,
6-Aug,13,16,2,HS,6,6-2,SB,30.05,-18.4,
6-Aug,13,16,3,HT,3,3-1,NB,1.71,-37.5,
6-Aug,13,16,4,HX,3,3-5,NB,30.35,-11.5,
6-Aug,14,16,1,C,6,6-9,SB,1.29,31.7,
6-Aug,14,16,2,HS,6,6-2,SB,32.27,10.6,
6-Aug,14,16,3,HT,3,3-1,NB,0.82,-13.9,
6-Aug,14,16,4,HX,3,3-5,NB,27.26,5.4,
6-Aug,15,16,1,C,6,6-9,SB,1.38,3.6,
6-Aug,15,16,2,HS,6,6-2,SB,27.66,6.1,
6-Aug,15,16,3,HT,3,3-1,NB,1.47,-1.5,
6-Aug,15,16,4,HX,3,3-5,NB,21.81,3.4,
6-Aug,16,16,1,C,6,6-9,SB,1.97,-6.2,
6-Aug,16,16,2,HS,6,6-2,SB,24.39,3.9,
6-Aug,16,16,3,HT,3,3-1,NB,1.78,-3.7,
6-Aug,16,16,4,HX,3,3-5,NB,27.49,-3,
6-Aug,17,16,1,C,6,6-9,SB,1.41,-27.2,
6-Aug,17,16,2,HS,6,6-2,SB,21.64,30.6,
6-Aug,17,16,3,HT,3,3-1,NB,1.17,3.9,
6-Aug,17,16,4,HX,3,3-5,NB,25.49,-4.2,
6-Aug,18,16,1,C,6,6-9,SB,1.41,-5.9,
6-Aug,18,16,2,HS,6,6-2,SB,21.64,-42.4,
6-Aug,18,16,3,HT,3,3-1,NB,1.17,2.5,
6-Aug,18,16,4,HX,3,3-5,NB,25.46,-2.6,
6-Aug,19,16,1,C,6,6-9,SB,0.75,-0.2,
6-Aug,19,16,2,HS,6,6-2,SB,19.89,-5.4,
6-Aug,19,16,3,HT,3,3-1,NB,1.5,-15.6,
6-Aug,19,16,4,HX,3,3-5,NB,22.66,-2.5,
6-Aug,20,16,1,C,6,6-9,SB,1.65,1867.5,
6-Aug,20,16,2,HS,6,6-2,SB,18.79,1.7,
6-Aug,20,16,3,HT,3,3-1,NB,1.37,-17.1,
6-Aug,20,16,4,HX,3,3-5,NB,22.62,-2.4,
6-Aug,21,16,1,C,6,6-9,SB,1.12,3.6,
6-Aug,21,16,2,HS,6,6-2,SB,20.98,3.8,
6-Aug,21,16,3,HT,3,3-1,NB,1.87,-5.7,
6-Aug,21,16,4,HX,3,3-5,NB,39.75,22.4,
6-Aug,22,16,1,C,6,6-9,SB,1.13,-2,
6-Aug,22,16,2,HS,6,6-2,SB,19.7,4.7,
6-Aug,22,16,3,HT,3,3-1,NB,1.59,-28.9,
6-Aug,22,16,4,HX,3,3-5,NB,36.78,-2.1,
6-Aug,23,16,1,C,6,6-9,SB,1.2,-10.2,
6-Aug,23,16,2,HS,6,6-2,SB,17.34,-2.3,
6-Aug,23,16,3,HT,3,3-1,NB,1.48,2.1,
6-Aug,23,16,4,HX,3,3-5,NB,31.97,-0.4,
6-Aug,24,16,1,C,6,6-9,SB,2.27,15.4,
6-Aug,24,16,2,HS,6,6-2,SB,19.92,6.7,
6-Aug,24,16,3,HT,3,3-1,NB,1.57,-15,
6-Aug,24,16,4,HX,3,3-5,NB,26.84,0.4,
6-Aug,25,16,1,C,6,6-9,SB,1.05,18,
6-Aug,25,16,2,HS,6,6-2,SB,9.88,12.2,
6-Aug,25,16,3,HT,3,3-1,NB,0.56,0.5,
6-Aug,25,16,4,HX,3,3-5,NB,16.28,-0.9,
8-Aug,1,17,1,C,7,7-1,SB,1.2,2.8,
8-Aug,1,17,2,HS,7,7-2,SB,2.32,2.5,
8-Aug,1,17,3,HT,2,2-4,NB,1.57,6.2,
8-Aug,1,17,4,HX,2,2-6,NB,3.2,13.2,
8-Aug,2,17,1,C,7,7-1,SB,0.75,-1.6,
8-Aug,2,17,2,HS,7,7-2,SB,46.69,2.8,
8-Aug,2,17,3,HT,2,2-4,NB,0.77,7.9,
8-Aug,2,17,4,HX,2,2-6,NB,45.24,5.7,
8-Aug,3,17,1,C,7,7-1,SB,0.92,8.3,
8-Aug,3,17,2,HS,7,7-2,SB,64.35,10.5,
8-Aug,3,17,3,HT,2,2-4,NB,1.78,-14.5,
8-Aug,3,17,4,HX,2,2-6,NB,55.91,-3.7,
8-Aug,4,17,1,C,7,7-1,SB,1.04,0.5,
8-Aug,4,17,2,HS,7,7-2,SB,48.07,-2.4,
8-Aug,4,17,3,HT,2,2-4,NB,1.83,3,
8-Aug,4,17,4,HX,2,2-6,NB,47.23,2.9,
8-Aug,5,17,1,C,7,7-1,SB,1.89,6.9,
8-Aug,5,17,2,HS,7,7-2,SB,44.42,-1.2,
8-Aug,5,17,3,HT,2,2-4,NB,1.11,-4.1,
8-Aug,5,17,4,HX,2,2-6,NB,44.21,6.5,
8-Aug,6,17,1,C,7,7-1,SB,1.22,-7.1,
8-Aug,6,17,2,HS,7,7-2,SB,47.17,1,
8-Aug,6,17,3,HT,2,2-4,NB,0.88,-9.4,
8-Aug,6,17,4,HX,2,2-6,NB,36.89,5.4,
8-Aug,7,17,1,C,7,7-1,SB,1.1,-6.4,
8-Aug,7,17,2,HS,7,7-2,SB,44.91,-5.1,
8-Aug,7,17,3,HT,2,2-4,NB,0.67,-0.4,
8-Aug,7,17,4,HX,2,2-6,NB,39.7,6.6,
8-Aug,8,17,1,C,7,7-1,SB,1.61,-4.4,
8-Aug,8,17,2,HS,7,7-2,SB,40.01,25.5,
8-Aug,8,17,3,HT,2,2-4,NB,1.86,8.6,
8-Aug,8,17,4,HX,2,2-6,NB,35.1,8.8,
8-Aug,9,17,1,C,7,7-1,SB,1.79,3.3,
8-Aug,9,17,2,HS,7,7-2,SB,35.11,-3.3,
8-Aug,9,17,3,HT,2,2-4,NB,1.95,-7,
8-Aug,9,17,4,HX,2,2-6,NB,33.44,-4.2,
8-Aug,10,17,1,C,7,7-1,SB,1.14,-5.5,
8-Aug,10,17,2,HS,7,7-2,SB,35.18,0.9,
8-Aug,10,17,3,HT,2,2-4,NB,0.81,3.3,
8-Aug,10,17,4,HX,2,2-6,NB,27.25,0.7,
8-Aug,11,17,1,C,7,7-1,SB,1.58,-5.9,
8-Aug,11,17,2,HS,7,7-2,SB,31.6,10,
8-Aug,11,17,3,HT,2,2-4,NB,1.62,7.7,
8-Aug,11,17,4,HX,2,2-6,NB,27.87,-3.6,
8-Aug,12,17,1,C,7,7-1,SB,0.83,-7,
8-Aug,12,17,2,HS,7,7-2,SB,31.71,-4.7,
8-Aug,12,17,3,HT,2,2-4,NB,1.15,-11,
8-Aug,12,17,4,HX,2,2-6,NB,36.01,36.7,
8-Aug,13,17,1,C,7,7-1,SB,1.4,-6.6,
8-Aug,13,17,2,HS,7,7-2,SB,24.78,-1.4,
8-Aug,13,17,3,HT,2,2-4,NB,1.73,1.3,
8-Aug,13,17,4,HX,2,2-6,NB,29.91,0.7,
8-Aug,14,17,1,C,7,7-1,SB,1.02,-1.8,
8-Aug,14,17,2,HS,7,7-2,SB,24.68,-1.3,
8-Aug,14,17,3,HT,2,2-4,NB,1.74,40.8,
8-Aug,14,17,4,HX,2,2-6,NB,27.12,-4.7,
8-Aug,15,17,1,C,7,7-1,SB,1.19,-5.6,
8-Aug,15,17,2,HS,7,7-2,SB,22.43,-3.2,
8-Aug,15,17,3,HT,2,2-4,NB,1.51,-0.1,
8-Aug,15,17,4,HX,2,2-6,NB,26.51,-0.5,
8-Aug,16,17,1,C,7,7-1,SB,1.22,1.8,
8-Aug,16,17,2,HS,7,7-2,SB,19.17,-5.5,
8-Aug,16,17,3,HT,2,2-4,NB,0.81,7,
8-Aug,16,17,4,HX,2,2-6,NB,21.27,0.5,
8-Aug,17,17,1,C,7,7-1,SB,1.15,-6,
8-Aug,17,17,2,HS,7,7-2,SB,15.63,1.1,
8-Aug,17,17,3,HT,2,2-4,NB,1.89,2.2,
8-Aug,17,17,4,HX,2,2-6,NB,15.26,-10.7,
8-Aug,18,17,1,C,7,7-1,SB,1.74,-6.7,
8-Aug,18,17,2,HS,7,7-2,SB,18.79,30.9,
8-Aug,18,17,3,HT,2,2-4,NB,1.25,-2.3,
8-Aug,18,17,4,HX,2,2-6,NB,19.62,1.2,
8-Aug,19,17,1,C,7,7-1,SB,1.58,-6.7,
8-Aug,19,17,2,HS,7,7-2,SB,18.16,-0.5,
8-Aug,19,17,3,HT,2,2-4,NB,1.28,-2.7,
8-Aug,19,17,4,HX,2,2-6,NB,14.98,NA,
8-Aug,20,17,1,C,7,7-1,SB,1.75,-0.1,
8-Aug,20,17,2,HS,7,7-2,SB,18.87,2.7,
8-Aug,20,17,3,HT,2,2-4,NB,1.8,0,
8-Aug,20,17,4,HX,2,2-6,NB,12.76,-3.1,
8-Aug,21,17,1,C,7,7-1,SB,1.77,5.5,
8-Aug,21,17,2,HS,7,7-2,SB,14.56,3.9,
8-Aug,21,17,3,HT,2,2-4,NB,1.35,-16.3,
8-Aug,21,17,4,HX,2,2-6,NB,10.54,-1.2,
8-Aug,22,17,1,C,7,7-1,SB,1.56,9.7,
8-Aug,22,17,2,HS,7,7-2,SB,16.59,2.3,
8-Aug,22,17,3,HT,2,2-4,NB,1.49,6.1,
8-Aug,22,17,4,HX,2,2-6,NB,11.68,2.2,
8-Aug,23,17,1,C,7,7-1,SB,1.29,6.3,
8-Aug,23,17,2,HS,7,7-2,SB,25.24,-1.5,
8-Aug,23,17,3,HT,2,2-4,NB,1.52,8.2,
8-Aug,23,17,4,HX,2,2-6,NB,13.07,-1.2,
8-Aug,24,17,1,C,7,7-1,SB,0.93,6.8,
8-Aug,24,17,2,HS,7,7-2,SB,24.87,-3.6,
8-Aug,24,17,3,HT,2,2-4,NB,1.07,1.7,
8-Aug,24,17,4,HX,2,2-6,NB,11.65,-5.2,
11-Aug,1,18,1,C,5,5-2,SB,2.05,-0.1,
11-Aug,1,18,2,HS,5,5-6,SB,3.13,-6.8,
11-Aug,1,18,3,HT,1,1-7,NB,2.25,10.2,
11-Aug,1,18,4,HX,1,1-9,NB,3.23,-13.2,
11-Aug,2,18,1,C,5,5-2,SB,1.32,3.9,
11-Aug,2,18,2,HS,5,5-6,SB,63.13,5.8,
11-Aug,2,18,3,HT,1,1-7,NB,1.37,2.6,
11-Aug,2,18,4,HX,1,1-9,NB,69.92,-6.3,
11-Aug,3,18,1,C,5,5-2,SB,0.78,-5.6,
11-Aug,3,18,2,HS,5,5-6,SB,67.82,-2.4,
11-Aug,3,18,3,HT,1,1-7,NB,0.74,-88.6,
11-Aug,3,18,4,HX,1,1-9,NB,62.95,-6.5,
11-Aug,4,18,1,C,5,5-2,SB,0.98,8,
11-Aug,4,18,2,HS,5,5-6,SB,66.57,-20.8,
11-Aug,4,18,3,HT,1,1-7,NB,0.88,16.4,
11-Aug,4,18,4,HX,1,1-9,NB,71.38,-4.5,
11-Aug,5,18,1,C,5,5-2,SB,1.32,-4.7,
11-Aug,5,18,2,HS,5,5-6,SB,67.72,-2.7,
11-Aug,5,18,3,HT,1,1-7,NB,1.6,-8.9,
11-Aug,5,18,4,HX,1,1-9,NB,32.45,-2.1,
11-Aug,6,18,1,C,5,5-2,SB,0.62,-14.1,
11-Aug,6,18,2,HS,5,5-6,SB,68.42,0.8,
11-Aug,6,18,3,HT,1,1-7,NB,1.44,-5.9,
11-Aug,6,18,4,HX,1,1-9,NB,58.72,6.8,
11-Aug,7,18,1,C,5,5-2,SB,1.42,5.1,
11-Aug,7,18,2,HS,5,5-6,SB,76.54,15.6,
11-Aug,7,18,3,HT,1,1-7,NB,1.29,-12.9,
11-Aug,7,18,4,HX,1,1-9,NB,63.54,-3.6,
11-Aug,8,18,1,C,5,5-2,SB,1.71,-2,
11-Aug,8,18,2,HS,5,5-6,SB,78.35,29.4,
11-Aug,8,18,3,HT,1,1-7,NB,1.97,2,
11-Aug,8,18,4,HX,1,1-9,NB,66.68,5.6,
11-Aug,9,18,1,C,5,5-2,SB,1.9,3.6,
11-Aug,9,18,2,HS,5,5-6,SB,76.49,-11,
11-Aug,9,18,3,HT,1,1-7,NB,1.86,4.8,
11-Aug,9,18,4,HX,1,1-9,NB,70.39,8.5,
11-Aug,10,18,1,C,5,5-2,SB,1.61,-6,
11-Aug,10,18,2,HS,5,5-6,SB,77.64,-36.4,
11-Aug,10,18,3,HT,1,1-7,NB,1.63,-8,
11-Aug,10,18,4,HX,1,1-9,NB,63.49,-10.3,
11-Aug,11,18,1,C,5,5-2,SB,1.8,15.9,
11-Aug,11,18,2,HS,5,5-6,SB,75.15,6.1,
11-Aug,11,18,3,HT,1,1-7,NB,2.72,1.8,
11-Aug,11,18,4,HX,1,1-9,NB,61.52,0,
11-Aug,12,18,1,C,5,5-2,SB,2.16,-10.1,
11-Aug,12,18,2,HS,5,5-6,SB,70.45,-9.8,
11-Aug,12,18,3,HT,1,1-7,NB,2.91,-20.6,
11-Aug,12,18,4,HX,1,1-9,NB,56.24,3.7,
11-Aug,13,18,1,C,5,5-2,SB,0.99,-8.8,
11-Aug,13,18,2,HS,5,5-6,SB,64.25,13.8,
11-Aug,13,18,3,HT,1,1-7,NB,2.23,-5.7,
11-Aug,13,18,4,HX,1,1-9,NB,47.87,-7.2,
11-Aug,14,18,1,C,5,5-2,SB,1.74,4.7,
11-Aug,14,18,2,HS,5,5-6,SB,57.2,0.7,
11-Aug,14,18,3,HT,1,1-7,NB,1.91,16.7,
11-Aug,14,18,4,HX,1,1-9,NB,43.15,-37.3,
11-Aug,15,18,1,C,5,5-2,SB,1.35,2.3,
11-Aug,15,18,2,HS,5,5-6,SB,55.94,-1.4,
11-Aug,15,18,3,HT,1,1-7,NB,1.36,-3.9,
11-Aug,15,18,4,HX,1,1-9,NB,44.32,-6,
11-Aug,16,18,1,C,5,5-2,SB,2.3,167.1,
11-Aug,16,18,2,HS,5,5-6,SB,53.59,-3.8,
11-Aug,16,18,3,HT,1,1-7,NB,2.13,-0.7,
11-Aug,16,18,4,HX,1,1-9,NB,36.21,-17.4,
11-Aug,17,18,1,C,5,5-2,SB,1.89,8.8,
11-Aug,17,18,2,HS,5,5-6,SB,51.86,-10.7,
11-Aug,17,18,3,HT,1,1-7,NB,1.98,2.9,
11-Aug,17,18,4,HX,1,1-9,NB,37.22,-2.1,
11-Aug,18,18,1,C,5,5-2,SB,1.99,7.3,
11-Aug,18,18,2,HS,5,5-6,SB,52.19,0.7,
11-Aug,18,18,3,HT,1,1-7,NB,1.73,-16.1,
11-Aug,18,18,4,HX,1,1-9,NB,38.09,1.7,
11-Aug,19,18,1,C,5,5-2,SB,1.54,-3.5,
11-Aug,19,18,2,HS,5,5-6,SB,54.57,-7.8,
11-Aug,19,18,3,HT,1,1-7,NB,2.75,-1.5,
11-Aug,19,18,4,HX,1,1-9,NB,29.68,-14.1,
11-Aug,20,18,1,C,5,5-2,SB,1.54,-7.6,
11-Aug,20,18,2,HS,5,5-6,SB,57.72,-12.6,
11-Aug,20,18,3,HT,1,1-7,NB,1.19,4.1,
11-Aug,20,18,4,HX,1,1-9,NB,27.09,-7.9,
11-Aug,21,18,1,C,5,5-2,SB,2.3,11.9,
11-Aug,21,18,2,HS,5,5-6,SB,54.66,12.2,
11-Aug,21,18,3,HT,1,1-7,NB,1.1,-12.8,
11-Aug,21,18,4,HX,1,1-9,NB,25.29,34.6,
11-Aug,22,18,1,C,5,5-2,SB,0.96,-4.8,
11-Aug,22,18,2,HS,5,5-6,SB,54.98,-10.3,
11-Aug,22,18,3,HT,1,1-7,NB,1.83,-13.6,
11-Aug,22,18,4,HX,1,1-9,NB,23.96,9.1,
11-Aug,23,18,1,C,5,5-2,SB,2.05,-23.3,
11-Aug,23,18,2,HS,5,5-6,SB,60.88,-4,
11-Aug,23,18,3,HT,1,1-7,NB,1.31,-3.4,
11-Aug,23,18,4,HX,1,1-9,NB,26.47,5.6,
11-Aug,24,18,1,C,5,5-2,SB,0.98,3,
11-Aug,24,18,2,HS,5,5-6,SB,46.24,-6.6,
11-Aug,24,18,3,HT,1,1-7,NB,1.86,8.7,
11-Aug,24,18,4,HX,1,1-9,NB,21.48,3,